"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"04.12.2015 01:15:00";"2";"0";"71";"1,56";"8388608";"938685";"11,19";"0";"7";"64";"5";"5"
"04.12.2015 01:20:00";"2";"0";"72";"1,58";"8388608";"1005794";"11,99";"0";"7";"64";"6";"6"
"04.12.2015 01:25:00";"2";"0";"70";"1,53";"8388608";"838022";"9,99";"0";"7";"64";"5";"5"
"04.12.2015 01:30:00";"2";"0";"70";"1,55";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"04.12.2015 01:35:00";"2";"0";"71";"1,55";"8388608";"1005794";"11,99";"0";"8";"64";"6";"6"
"04.12.2015 01:40:00";"2";"0";"79";"1,73";"8388608";"1274230";"15,19";"0";"7";"64";"5";"5"
"04.12.2015 01:45:00";"2";"0";"71";"1,56";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"04.12.2015 01:50:00";"2";"0";"71";"1,56";"8388608";"1005794";"11,99";"0";"7";"64";"6";"6"
"04.12.2015 01:55:00";"2";"0";"69";"1,5";"8388608";"1039349";"12,39";"0";"6";"64";"5";"5"
"04.12.2015 02:00:00";"2";"0";"72";"1,58";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"04.12.2015 02:05:00";"2";"0";"70";"1,54";"8388608";"938685";"11,19";"0";"6";"64";"6";"6"
"04.12.2015 02:10:00";"2";"0";"68";"1,49";"8388608";"938685";"11,19";"0";"6";"64";"5";"5"
"04.12.2015 02:15:00";"2";"0";"71";"1,56";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"04.12.2015 02:20:00";"2";"0";"72";"1,57";"8388608";"972240";"11,59";"0";"7";"64";"6";"6"
"04.12.2015 02:25:00";"2";"0";"69";"1,51";"8388608";"955462";"11,39";"0";"7";"64";"5";"5"
"04.12.2015 02:30:00";"2";"0";"72";"1,57";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"04.12.2015 02:35:00";"2";"0";"71";"1,56";"8388608";"1442002";"17,19";"0";"6";"64";"6";"6"
"04.12.2015 02:40:00";"2";"0";"78";"1,72";"8388608";"1207121";"14,39";"0";"7";"64";"5";"5"
"04.12.2015 02:45:00";"2";"0";"71";"1,56";"8388608";"1140012";"13,59";"0";"7";"64";"5";"5"
"04.12.2015 02:50:00";"2";"0";"71";"1,56";"8388608";"1022571";"12,19";"0";"7";"64";"6";"6"
"04.12.2015 02:55:00";"2";"0";"68";"1,5";"8388608";"1207121";"14,39";"0";"8";"64";"5";"5"
"04.12.2015 03:00:00";"2";"0";"71";"1,56";"8388608";"1156789";"13,79";"0";"8";"64";"5";"5"
"04.12.2015 03:05:00";"2";"0";"70";"1,53";"8388608";"1005794";"11,99";"0";"8";"64";"6";"5"
"04.12.2015 03:10:00";"2";"0";"69";"1,51";"8388608";"1039349";"12,39";"0";"7";"64";"5";"5"
"04.12.2015 03:15:00";"2";"0";"71";"1,56";"8388608";"1156789";"13,79";"0";"8";"64";"5";"5"
"04.12.2015 03:20:00";"2";"0";"71";"1,55";"8388608";"1190343";"14,19";"0";"8";"64";"6";"6"
"04.12.2015 03:25:00";"2";"0";"68";"1,5";"8388608";"1106457";"13,19";"0";"8";"64";"5";"5"
"04.12.2015 03:30:00";"2";"0";"71";"1,54";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"04.12.2015 03:35:00";"2";"0";"71";"1,55";"8388608";"1274230";"15,19";"0";"7";"64";"6";"6"
"04.12.2015 03:40:00";"2";"0";"78";"1,72";"8388608";"1207121";"14,39";"0";"7";"64";"5";"5"
"04.12.2015 03:45:00";"2";"0";"72";"1,58";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"04.12.2015 03:50:00";"2";"0";"71";"1,56";"8388608";"938685";"11,19";"0";"6";"64";"6";"6"
"04.12.2015 03:55:00";"2";"0";"69";"1,51";"8388608";"1022571";"12,19";"0";"7";"64";"5";"5"
"04.12.2015 04:00:00";"2";"0";"72";"1,57";"8388608";"1106457";"13,19";"0";"7";"64";"5";"5"
"04.12.2015 04:05:00";"2";"0";"70";"1,54";"8388608";"1156789";"13,79";"0";"6";"64";"6";"6"
"04.12.2015 04:10:00";"2";"0";"69";"1,5";"8388608";"1072903";"12,79";"0";"6";"64";"5";"5"
"04.12.2015 04:15:00";"2";"0";"72";"1,58";"8388608";"1022571";"12,19";"0";"7";"64";"5";"5"
"04.12.2015 04:20:00";"2";"0";"71";"1,56";"8388608";"1089680";"12,99";"0";"6";"64";"6";"6"
"04.12.2015 04:25:00";"2";"0";"69";"1,52";"8388608";"905131";"10,79";"0";"7";"64";"5";"5"
"04.12.2015 04:30:00";"2";"0";"71";"1,56";"8388608";"1083808";"12,92";"0";"7";"64";"5";"5"
"04.12.2015 04:35:00";"2";"0";"70";"1,52";"8388608";"999922";"11,92";"0";"7";"64";"5";"6"
"04.12.2015 04:40:00";"2";"0";"82";"1,79";"8388608";"1083808";"12,92";"0";"6";"64";"5";"5"
"04.12.2015 04:45:00";"2";"0";"76";"1,66";"8388608";"1408447";"16,79";"0";"37";"64";"5";"5"
"04.12.2015 04:50:00";"2";"0";"72";"1,57";"8388608";"972240";"11,59";"0";"7";"64";"6";"6"
"04.12.2015 04:55:00";"2";"0";"69";"1,52";"8388608";"838022";"9,99";"0";"8";"64";"5";"5"
"04.12.2015 05:00:00";"2";"0";"72";"1,58";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"04.12.2015 05:05:00";"2";"0";"70";"1,53";"8388608";"1022571";"12,19";"0";"8";"64";"6";"6"
"04.12.2015 05:10:00";"2";"0";"69";"1,51";"8388608";"1039349";"12,39";"0";"8";"64";"5";"5"
"04.12.2015 05:15:00";"2";"0";"73";"1,59";"8388608";"1106457";"13,19";"0";"7";"64";"5";"5"
"04.12.2015 05:20:00";"2";"0";"72";"1,59";"8388608";"821245";"9,79";"0";"7";"64";"6";"6"
"04.12.2015 05:25:00";"2";"0";"70";"1,53";"8388608";"1010827";"12,05";"0";"7";"64";"5";"5"
"04.12.2015 05:30:00";"2";"0";"71";"1,55";"8388608";"949590";"11,32";"0";"7";"64";"5";"5"
"04.12.2015 05:35:00";"2";"0";"71";"1,56";"8388608";"938685";"11,19";"0";"6";"64";"6";"6"
"04.12.2015 05:40:00";"2";"0";"78";"1,71";"8388608";"1190343";"14,19";"0";"6";"64";"5";"5"
"04.12.2015 05:45:00";"2";"0";"72";"1,59";"8388608";"1156789";"13,79";"0";"8";"64";"5";"5"
"04.12.2015 05:50:00";"2";"0";"72";"1,58";"8388608";"1022571";"12,19";"0";"7";"64";"6";"5"
"04.12.2015 05:55:00";"2";"0";"69";"1,52";"8388608";"999922";"11,92";"0";"8";"64";"5";"5"
"04.12.2015 06:00:00";"2";"0";"73";"1,59";"8388608";"1044382";"12,45";"0";"8";"64";"5";"5"
"04.12.2015 06:05:00";"2";"0";"71";"1,55";"8388608";"1212154";"14,45";"0";"7";"64";"6";"5"
"04.12.2015 06:10:00";"2";"0";"69";"1,5";"8388608";"994050";"11,85";"0";"7";"64";"5";"5"
"04.12.2015 06:15:00";"2";"0";"72";"1,58";"8388608";"1089680";"12,99";"0";"7";"64";"5";"5"
"04.12.2015 06:20:00";"2";"0";"71";"1,57";"8388608";"1027604";"12,25";"0";"7";"64";"6";"6"
"04.12.2015 06:25:00";"2";"0";"69";"1,52";"8388608";"1027604";"12,25";"0";"7";"64";"5";"5"
"04.12.2015 06:30:00";"2";"0";"71";"1,56";"8388608";"1050254";"12,52";"0";"7";"64";"5";"5"
"04.12.2015 06:35:00";"2";"0";"71";"1,56";"8388608";"1016699";"12,12";"0";"8";"64";"6";"6"
"04.12.2015 06:40:00";"2";"0";"79";"1,73";"8388608";"1285135";"15,32";"0";"7";"64";"5";"5"
"04.12.2015 06:45:00";"2";"0";"71";"1,57";"8388608";"1379926";"16,45";"0";"7";"64";"5";"5"
"04.12.2015 06:50:00";"2";"0";"72";"1,58";"8388608";"972240";"11,59";"0";"7";"64";"6";"6"
"04.12.2015 06:55:00";"2";"0";"69";"1,51";"8388608";"1156789";"13,79";"0";"7";"64";"5";"5"
"04.12.2015 07:00:00";"2";"0";"72";"1,58";"8388608";"1044382";"12,45";"0";"6";"64";"5";"5"
"04.12.2015 07:05:00";"2";"0";"71";"1,55";"8388608";"1207121";"14,39";"0";"7";"64";"6";"6"
"04.12.2015 07:10:00";"2";"0";"68";"1,49";"8388608";"854799";"10,19";"0";"7";"64";"5";"5"
"04.12.2015 07:15:00";"2";"0";"71";"1,57";"8388608";"754136";"8,99";"0";"8";"64";"5";"5"
"04.12.2015 07:20:00";"2";"0";"72";"1,57";"8388608";"972240";"11,59";"0";"8";"64";"6";"6"
"04.12.2015 07:25:00";"2";"0";"70";"1,53";"8388608";"1106457";"13,19";"0";"7";"64";"5";"5"
"04.12.2015 07:30:00";"2";"0";"71";"1,56";"8388608";"792723";"9,45";"0";"7";"64";"5";"5"
"04.12.2015 07:35:00";"2";"0";"71";"1,55";"8388608";"955462";"11,39";"0";"7";"64";"6";"6"
"04.12.2015 07:40:00";"2";"0";"79";"1,74";"8388608";"1251580";"14,92";"0";"7";"64";"5";"5"
"04.12.2015 07:45:00";"2";"0";"71";"1,56";"8388608";"1245708";"14,85";"0";"7";"64";"5";"5"
"04.12.2015 07:50:00";"2";"0";"71";"1,56";"8388608";"983145";"11,72";"0";"7";"64";"6";"6"
"04.12.2015 07:55:00";"2";"0";"69";"1,5";"8388608";"1140012";"13,59";"0";"6";"64";"5";"5"
"04.12.2015 08:00:00";"2";"0";"70";"1,54";"8388608";"999922";"11,92";"0";"7";"64";"5";"5"
"04.12.2015 08:05:00";"2";"0";"71";"1,56";"8388608";"1100585";"13,12";"0";"7";"64";"6";"6"
"04.12.2015 08:10:00";"2";"0";"67";"1,46";"8388608";"1039349";"12,39";"0";"6";"64";"5";"5"
"04.12.2015 08:15:00";"2";"0";"71";"1,56";"8388608";"848927";"10,12";"0";"7";"64";"5";"5"
"04.12.2015 08:20:00";"2";"0";"70";"1,53";"8388608";"994050";"11,85";"0";"7";"64";"6";"6"
"04.12.2015 08:25:00";"2";"0";"70";"1,53";"8388608";"955462";"11,39";"0";"7";"64";"5";"5"
"04.12.2015 08:30:00";"2";"0";"71";"1,55";"8388608";"1106457";"13,19";"0";"7";"64";"5";"5"
"04.12.2015 08:35:00";"2";"0";"72";"1,59";"8388608";"1100585";"13,12";"0";"7";"64";"6";"6"
"04.12.2015 08:40:00";"2";"0";"80";"1,75";"8388608";"1145045";"13,65";"0";"7";"64";"5";"5"
"04.12.2015 08:45:00";"2";"0";"71";"1,56";"8388608";"1240675";"14,79";"0";"8";"64";"5";"5"
"04.12.2015 08:50:00";"2";"0";"70";"1,53";"8388608";"905131";"10,79";"0";"7";"64";"6";"6"
"04.12.2015 08:55:00";"2";"0";"69";"1,51";"8388608";"821245";"9,79";"0";"7";"64";"5";"5"
"04.12.2015 09:00:00";"2";"0";"72";"1,58";"8388608";"1022571";"12,19";"0";"7";"64";"5";"5"
"04.12.2015 09:05:00";"2";"0";"72";"1,57";"8388608";"1195377";"14,25";"0";"7";"64";"6";"6"
"04.12.2015 09:10:00";"2";"0";"68";"1,5";"8388608";"1061159";"12,65";"0";"7";"64";"5";"5"
"04.12.2015 09:15:00";"2";"0";"71";"1,56";"8388608";"1212154";"14,45";"0";"7";"64";"5";"5"
"04.12.2015 09:20:00";"2";"0";"69";"1,52";"8388608";"1010827";"12,05";"0";"7";"64";"6";"6"
"04.12.2015 09:25:00";"2";"0";"68";"1,49";"8388608";"1039349";"12,39";"0";"7";"64";"5";"5"
"04.12.2015 09:30:00";"2";"0";"70";"1,53";"8388608";"905131";"10,79";"0";"7";"64";"5";"5"
"04.12.2015 09:35:00";"2";"0";"72";"1,58";"8388608";"893387";"10,65";"0";"7";"64";"6";"6"
"04.12.2015 09:40:00";"2";"0";"77";"1,7";"8388608";"1156789";"13,79";"0";"7";"64";"5";"5"
"04.12.2015 09:45:00";"2";"0";"71";"1,56";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"04.12.2015 09:50:00";"2";"0";"70";"1,53";"8388608";"1027604";"12,25";"0";"6";"64";"6";"6"
"04.12.2015 09:55:00";"2";"0";"68";"1,5";"8388608";"1173566";"13,99";"0";"6";"64";"5";"5"
"04.12.2015 10:00:00";"2";"0";"72";"1,57";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"04.12.2015 10:05:00";"2";"0";"69";"1,51";"8388608";"848927";"10,12";"0";"7";"64";"6";"5"
"04.12.2015 10:10:00";"2";"0";"68";"1,48";"8388608";"938685";"11,19";"0";"6";"64";"5";"5"
"04.12.2015 10:15:00";"2";"0";"71";"1,55";"8388608";"910164";"10,85";"0";"7";"64";"5";"5"
"04.12.2015 10:20:00";"2";"0";"70";"1,55";"8388608";"972240";"11,59";"0";"7";"64";"6";"6"
"04.12.2015 10:25:00";"2";"0";"67";"1,48";"8388608";"960496";"11,45";"0";"6";"64";"5";"5"
"04.12.2015 10:30:00";"2";"0";"69";"1,52";"8388608";"938685";"11,19";"0";"7";"64";"5";"5"
"04.12.2015 10:35:00";"2";"0";"70";"1,53";"8388608";"960496";"11,45";"0";"7";"64";"5";"6"
"04.12.2015 10:40:00";"2";"0";"78";"1,71";"8388608";"1077936";"12,85";"0";"6";"64";"5";"5"
"04.12.2015 10:45:00";"2";"0";"72";"1,57";"8388608";"1279263";"15,25";"0";"7";"64";"5";"5"
"04.12.2015 10:50:00";"2";"0";"71";"1,55";"8388608";"943718";"11,25";"0";"7";"64";"6";"6"
"04.12.2015 10:55:00";"2";"0";"68";"1,49";"8388608";"960496";"11,45";"0";"7";"64";"5";"5"
"04.12.2015 11:00:00";"2";"0";"72";"1,57";"8388608";"932813";"11,12";"0";"7";"64";"5";"5"
"04.12.2015 11:05:00";"2";"0";"72";"1,57";"8388608";"943718";"11,25";"0";"7";"64";"6";"6"
"04.12.2015 11:10:00";"2";"0";"67";"1,47";"8388608";"938685";"11,19";"0";"6";"64";"5";"5"
"04.12.2015 11:15:00";"2";"0";"71";"1,56";"8388608";"932813";"11,12";"0";"7";"64";"5";"5"
"04.12.2015 11:20:00";"2";"0";"72";"1,57";"8388608";"955462";"11,39";"0";"7";"64";"6";"6"
"04.12.2015 11:25:00";"2";"0";"69";"1,51";"8388608";"1010827";"12,05";"0";"6";"64";"5";"5"
"04.12.2015 11:30:00";"2";"0";"71";"1,56";"8388608";"999922";"11,92";"0";"7";"64";"5";"5"
"04.12.2015 11:35:00";"2";"0";"72";"1,57";"8388608";"1005794";"11,99";"0";"7";"64";"6";"6"
"04.12.2015 11:40:00";"2";"0";"79";"1,73";"8388608";"1067031";"12,72";"0";"7";"64";"5";"5"
"04.12.2015 11:45:00";"2";"0";"70";"1,54";"8388608";"1027604";"12,25";"0";"7";"64";"5";"5"
"04.12.2015 11:50:00";"2";"0";"70";"1,53";"8388608";"943718";"11,25";"0";"6";"64";"6";"6"
"04.12.2015 11:55:00";"2";"0";"69";"1,51";"8388608";"1027604";"12,25";"0";"7";"64";"5";"5"
"04.12.2015 12:00:00";"2";"0";"72";"1,57";"8388608";"871576";"10,39";"0";"7";"64";"5";"5"
"04.12.2015 12:05:00";"2";"0";"72";"1,57";"8388608";"1039349";"12,39";"0";"7";"64";"6";"5"
"04.12.2015 12:10:00";"2";"0";"66";"1,45";"8388608";"1067031";"12,72";"0";"7";"64";"5";"5"
"04.12.2015 12:15:00";"2";"0";"71";"1,55";"8388608";"994050";"11,85";"0";"8";"64";"5";"5"
"04.12.2015 12:20:00";"2";"0";"71";"1,55";"8388608";"882482";"10,52";"0";"7";"64";"6";"6"
"04.12.2015 12:25:00";"2";"0";"67";"1,46";"8388608";"876610";"10,45";"0";"7";"64";"5";"5"
"04.12.2015 12:30:00";"2";"0";"70";"1,53";"8388608";"888354";"10,59";"0";"7";"64";"5";"5"
"04.12.2015 12:35:00";"2";"0";"70";"1,54";"8388608";"1140012";"13,59";"0";"7";"64";"6";"5"
"04.12.2015 12:40:00";"2";"0";"79";"1,72";"8388608";"1184471";"14,12";"0";"7";"64";"5";"5"
"04.12.2015 12:45:00";"2";"0";"71";"1,55";"8388608";"1228931";"14,65";"0";"7";"64";"5";"5"
"04.12.2015 12:50:00";"2";"0";"69";"1,52";"8388608";"1022571";"12,19";"0";"7";"64";"6";"6"
"04.12.2015 12:55:00";"2";"0";"67";"1,48";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"04.12.2015 13:00:00";"2";"0";"71";"1,55";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"04.12.2015 13:05:00";"2";"0";"70";"1,52";"8388608";"1106457";"13,19";"0";"7";"64";"6";"6"
"04.12.2015 13:10:00";"2";"0";"66";"1,46";"8388608";"966368";"11,52";"0";"6";"64";"5";"5"
"04.12.2015 13:15:00";"2";"0";"70";"1,54";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"04.12.2015 13:20:00";"2";"0";"70";"1,53";"8388608";"1072903";"12,79";"0";"7";"64";"6";"6"
"04.12.2015 13:25:00";"2";"0";"67";"1,47";"8388608";"926941";"11,05";"0";"7";"64";"5";"5"
"04.12.2015 13:30:00";"2";"0";"70";"1,54";"8388608";"1033476";"12,32";"0";"7";"64";"5";"5"
"04.12.2015 13:35:00";"2";"0";"70";"1,54";"8388608";"972240";"11,59";"0";"7";"64";"6";"6"
"04.12.2015 13:40:00";"2";"0";"77";"1,68";"8388608";"1178599";"14,05";"0";"7";"64";"5";"5"
"04.12.2015 13:45:00";"2";"0";"70";"1,54";"8388608";"1207121";"14,39";"0";"7";"64";"5";"5"
"04.12.2015 13:50:00";"2";"0";"70";"1,53";"8388608";"1201249";"14,32";"0";"6";"64";"6";"6"
"04.12.2015 13:55:00";"2";"0";"69";"1,51";"8388608";"1291007";"15,39";"0";"7";"64";"5";"5"
"04.12.2015 14:00:00";"2";"0";"72";"1,58";"8388608";"955462";"11,39";"0";"7";"64";"5";"5"
"04.12.2015 14:05:00";"2";"0";"70";"1,54";"8388608";"1201249";"14,32";"0";"7";"64";"6";"6"
"04.12.2015 14:10:00";"2";"0";"68";"1,49";"8388608";"1027604";"12,25";"0";"7";"64";"5";"5"
"04.12.2015 14:15:00";"2";"0";"69";"1,53";"8388608";"1083808";"12,92";"0";"7";"64";"5";"5"
"04.12.2015 14:20:00";"2";"0";"71";"1,56";"8388608";"1010827";"12,05";"0";"8";"64";"6";"6"
"04.12.2015 14:25:00";"2";"0";"69";"1,51";"8388608";"910164";"10,85";"0";"7";"64";"5";"5"
"04.12.2015 14:30:00";"2";"0";"70";"1,54";"8388608";"859832";"10,25";"0";"6";"64";"5";"5"
"04.12.2015 14:35:00";"2";"0";"72";"1,58";"8388608";"848927";"10,12";"0";"7";"64";"6";"6"
"04.12.2015 14:40:00";"2";"0";"79";"1,73";"8388608";"1050254";"12,52";"0";"7";"64";"5";"5"
"04.12.2015 14:45:00";"2";"0";"71";"1,55";"8388608";"1358116";"16,19";"0";"7";"64";"5";"5"
"04.12.2015 14:50:00";"2";"0";"70";"1,54";"8388608";"1240675";"14,79";"0";"7";"64";"6";"5"
"04.12.2015 14:55:00";"2";"0";"69";"1,5";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"04.12.2015 15:00:00";"2";"0";"72";"1,57";"8388608";"1140012";"13,59";"0";"7";"64";"5";"5"
"04.12.2015 15:05:00";"2";"0";"70";"1,53";"8388608";"989017";"11,79";"0";"7";"64";"6";"6"
"04.12.2015 15:10:00";"2";"0";"68";"1,49";"8388608";"871576";"10,39";"0";"7";"64";"5";"5"
"04.12.2015 15:15:00";"2";"0";"71";"1,56";"8388608";"1190343";"14,19";"0";"7";"64";"5";"5"
"04.12.2015 15:20:00";"2";"0";"70";"1,53";"8388608";"972240";"11,59";"0";"7";"64";"6";"5"
"04.12.2015 15:25:00";"2";"0";"69";"1,5";"8388608";"1173566";"13,99";"0";"7";"64";"5";"5"
"04.12.2015 15:30:00";"2";"0";"71";"1,56";"8388608";"838022";"9,99";"0";"7";"64";"5";"5"
"04.12.2015 15:35:00";"2";"0";"71";"1,55";"8388608";"955462";"11,39";"0";"7";"64";"6";"6"
"04.12.2015 15:40:00";"2";"0";"79";"1,72";"8388608";"955462";"11,39";"0";"6";"64";"5";"5"
"04.12.2015 15:45:00";"2";"0";"71";"1,56";"8388608";"1140012";"13,59";"0";"8";"64";"5";"5"
"04.12.2015 15:50:00";"2";"0";"72";"1,59";"8388608";"821245";"9,79";"0";"7";"64";"6";"6"
"04.12.2015 15:55:00";"2";"0";"68";"1,5";"8388608";"1089680";"12,99";"0";"7";"64";"5";"5"
"04.12.2015 16:00:00";"2";"0";"70";"1,54";"8388608";"955462";"11,39";"0";"6";"64";"5";"5"
"04.12.2015 16:05:00";"2";"0";"70";"1,54";"8388608";"989017";"11,79";"0";"7";"64";"6";"6"
"04.12.2015 16:10:00";"2";"0";"67";"1,47";"8388608";"938685";"11,19";"0";"6";"64";"5";"5"
"04.12.2015 16:15:00";"2";"0";"70";"1,52";"8388608";"888354";"10,59";"0";"7";"64";"5";"5"
"04.12.2015 16:20:00";"2";"0";"72";"1,57";"8388608";"989017";"11,79";"0";"6";"64";"6";"6"
"04.12.2015 16:25:00";"2";"0";"67";"1,47";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"04.12.2015 16:30:00";"2";"0";"71";"1,57";"8388608";"1039349";"12,39";"0";"7";"64";"5";"5"
"04.12.2015 16:35:00";"2";"0";"72";"1,58";"8388608";"1106457";"13,19";"0";"7";"64";"6";"6"
"04.12.2015 16:40:00";"2";"0";"79";"1,72";"8388608";"1207121";"14,39";"0";"6";"64";"5";"5"
"04.12.2015 16:45:00";"2";"0";"70";"1,54";"8388608";"1408447";"16,79";"0";"6";"64";"5";"5"
"04.12.2015 16:50:00";"2";"0";"70";"1,54";"8388608";"1056126";"12,59";"0";"6";"64";"6";"5"
"04.12.2015 16:55:00";"2";"0";"70";"1,53";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"04.12.2015 17:00:00";"2";"0";"72";"1,58";"8388608";"989017";"11,79";"0";"6";"64";"5";"5"
"04.12.2015 17:05:00";"2";"0";"72";"1,57";"8388608";"1005794";"11,99";"0";"7";"64";"6";"6"
"04.12.2015 17:10:00";"2";"0";"67";"1,46";"8388608";"1089680";"12,99";"0";"6";"64";"5";"5"
"04.12.2015 17:15:00";"2";"0";"70";"1,55";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"04.12.2015 17:20:00";"2";"0";"70";"1,53";"8388608";"754136";"8,99";"0";"6";"64";"6";"6"
"04.12.2015 17:25:00";"2";"0";"69";"1,5";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"04.12.2015 17:30:00";"2";"0";"71";"1,56";"8388608";"787690";"9,39";"0";"6";"64";"5";"5"
"04.12.2015 17:35:00";"2";"0";"72";"1,59";"8388608";"938685";"11,19";"0";"7";"64";"6";"6"
"04.12.2015 17:40:00";"2";"0";"77";"1,69";"8388608";"1207121";"14,39";"0";"6";"64";"5";"5"
"04.12.2015 17:45:00";"2";"0";"71";"1,55";"8388608";"1509111";"17,99";"0";"8";"64";"5";"5"
"04.12.2015 17:50:00";"2";"0";"71";"1,55";"8388608";"989017";"11,79";"0";"7";"64";"6";"6"
"04.12.2015 17:55:00";"2";"0";"68";"1,5";"8388608";"972240";"11,59";"0";"7";"64";"5";"5"
"04.12.2015 18:00:00";"2";"0";"71";"1,55";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"04.12.2015 18:05:00";"2";"0";"70";"1,53";"8388608";"1106457";"13,19";"0";"7";"64";"6";"5"
"04.12.2015 18:10:00";"2";"0";"68";"1,49";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"04.12.2015 18:15:00";"2";"0";"71";"1,56";"8388608";"871576";"10,39";"0";"8";"64";"6";"5"
"04.12.2015 18:20:00";"2";"0";"72";"1,58";"8388608";"955462";"11,39";"0";"7";"64";"6";"6"
"04.12.2015 18:25:00";"2";"0";"67";"1,48";"8388608";"905131";"10,79";"0";"7";"64";"5";"5"
"04.12.2015 18:30:00";"2";"0";"70";"1,54";"8388608";"1190343";"14,19";"0";"7";"64";"5";"5"
"04.12.2015 18:35:00";"2";"0";"72";"1,58";"8388608";"1056126";"12,59";"0";"8";"64";"6";"6"
"04.12.2015 18:40:00";"2";"0";"79";"1,73";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"04.12.2015 18:45:00";"2";"0";"71";"1,55";"8388608";"1223898";"14,59";"0";"7";"64";"5";"5"
"04.12.2015 18:50:00";"2";"0";"69";"1,52";"8388608";"989017";"11,79";"0";"6";"64";"6";"6"
"04.12.2015 18:55:00";"2";"0";"68";"1,48";"8388608";"1140012";"13,59";"0";"7";"64";"5";"5"
"04.12.2015 19:00:00";"2";"0";"70";"1,54";"8388608";"1039349";"12,39";"0";"6";"64";"5";"5"
"04.12.2015 19:05:00";"2";"0";"71";"1,56";"8388608";"994050";"11,85";"0";"7";"64";"6";"6"
"04.12.2015 19:10:00";"2";"0";"66";"1,46";"8388608";"854799";"10,19";"0";"6";"64";"5";"5"
"04.12.2015 19:15:00";"2";"0";"71";"1,55";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"04.12.2015 19:20:00";"2";"0";"71";"1,56";"8388608";"977273";"11,65";"0";"7";"64";"6";"6"
